Ano;nomeUnidade;nomeUnidadeRecente;Sigla;Região;Estado;Tipo;siglaIES;Nome do Curso;nomeArea;gNP_CPC Contínuo;gNP_Enade;gNP_DocentesDoutores;gNP_DocentesMestres;gNP_IDD;gNP_Infraestrutura;gNP_OrgDidaticoPedagogica;gNP_OportunidadesAmpliacaoFormacao;gNP_RegimeTrabalho;gNB_DocentesDoutores;gNB_DocentesMestres;gNB_IDD;gNB_Infraestrutura;gNB_OrgDidaticoPedagogica;gNB_OportunidadesAmpliacaoFormacao;gNB_RegimeTrabalho;Cursos;Medida CPC
2017;;;;;;Nota Padronizada;IFPB;Matemática;Matemática (Licenciatura);2,7;3;0,8;3,4;2,9;3,8;3,6;3,6;5;0,15;0,78;1,5;5,3;5,2;5;1;2;2,65
2017;;;;;;Nota Bruta;IFPB;Matemática;Matemática (Licenciatura);2,7;3;0,8;3,4;2,9;3,8;3,6;3,6;5;0,15;0,78;1,5;5,3;5,2;5;1;2;2,65
2017;;;;;;Nota Padronizada;IFSul;Física;Física (Licenciatura);2,3;1,5;2,2;5;1;3,6;4,1;3,9;5;0,45;1;-5;5,1;5,4;5,2;1;1;2,36
2017;;;;;;Nota Bruta;IFSul;Física;Física (Licenciatura);2,3;1,5;2,2;5;1;3,6;4,1;3,9;5;0,45;1;-5;5,1;5,4;5,2;1;1;2,36
2017;;;;;;Nota Padronizada;IFSul;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,6;3,1;0,6;2;2,7;3;3,3;2,4;5;0,1;0,56;0,5;4,9;5;4;1;1;2,69
2017;;;;;;Nota Bruta;IFSul;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,6;3,1;0,6;2;2,7;3;3,3;2,4;5;0,1;0,56;0,5;4,9;5;4;1;1;2,69
2017;;;;;;Nota Padronizada;IFCE;Química;Química (Licenciatura);2,7;2,2;2;3,8;2,9;2,8;2,4;2,6;5;0,4;0,9;2;4,8;5;4,4;1;3;2,32
2017;;;;;;Nota Bruta;IFCE;Química;Química (Licenciatura);2,7;2,2;2;3,8;2,9;2,8;2,4;2,6;5;0,4;0,9;2;4,8;5;4,4;1;3;2,32
2017;;;;;;Nota Padronizada;IFCE;Ciências Biológicas;Ciências Biológicas (Licenciatura);3,2;3,3;1,6;3,6;3;3,6;3,9;3,9;5;0,35;0,88;1,5;5,2;5,6;5,2;1;2;3,05
2017;;;;;;Nota Bruta;IFCE;Ciências Biológicas;Ciências Biológicas (Licenciatura);3,2;3,3;1,6;3,6;3;3,6;3,9;3,9;5;0,35;0,88;1,5;5,2;5,6;5,2;1;2;3,05
2017;;;;;;Nota Padronizada;IFCE;Matemática;Matemática (Licenciatura);2,7;2,6;1,8;4,4;2,9;3,8;3,4;3,3;5;0,35;0,92;1;5,4;5,2;4,8;1;6;2,52
2017;;;;;;Nota Bruta;IFCE;Matemática;Matemática (Licenciatura);2,7;2,6;1,8;4,4;2,9;3,8;3,4;3,3;5;0,35;0,92;1;5,4;5,2;4,8;1;6;2,52
2017;;;;;;Nota Padronizada;IFCE;Ciência da Computação;Ciência da Computação (Bacharelado);3,1;3,5;1;4,6;3,2;3,6;4;4,3;5;0,2;0,96;1;5,2;5,4;5,4;1;2;2,98
2017;;;;;;Nota Bruta;IFCE;Ciência da Computação;Ciência da Computação (Bacharelado);3,1;3,5;1;4,6;3,2;3,6;4;4,3;5;0,2;0,96;1;5,2;5,4;5,4;1;2;2,98
2017;;;;;;Nota Padronizada;IFCE;Redes de Computadores;Tecnologia em Redes de Computadores;3,2;3,6;0,2;3,6;3,6;3,2;3,2;3,4;5;0,05;0,78;2;5,1;5;4,8;1;2;2,92
2017;;;;;;Nota Bruta;IFCE;Redes de Computadores;Tecnologia em Redes de Computadores;3,2;3,6;0,2;3,6;3,6;3,2;3,2;3,4;5;0,05;0,78;2;5,1;5;4,8;1;2;2,92
2017;;;;;;Nota Padronizada;IFCE;Sistemas de Informação;Sistemas de Informação;2,9;3,6;0,6;2,2;3,7;2,8;2,4;3,1;5;0,1;0,66;2,5;4,8;4,6;4,4;1;2;2,94
2017;;;;;;Nota Bruta;IFCE;Sistemas de Informação;Sistemas de Informação;2,9;3,6;0,6;2,2;3,7;2,8;2,4;3,1;5;0,1;0,66;2,5;4,8;4,6;4,4;1;2;2,94
2017;;;;;;Nota Padronizada;IFES;Redes de Computadores;Tecnologia em Redes de Computadores;2,6;2,7;2,4;5;1,6;3,8;3,8;5;5;0,5;1;-3,5;5,3;5,2;6;1;2;2,68
2017;;;;;;Nota Bruta;IFES;Redes de Computadores;Tecnologia em Redes de Computadores;2,6;2,7;2,4;5;1,6;3,8;3,8;5;5;0,5;1;-3,5;5,3;5,2;6;1;2;2,68
2017;;;;;;Nota Padronizada;IFES;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,8;2,2;1,4;5;2,4;4;3,7;3,7;5;0,3;1;-0,5;5,5;5,2;5;1;3;2,46
2017;;;;;;Nota Bruta;IFES;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,8;2,2;1,4;5;2,4;4;3,7;3,7;5;0,3;1;-0,5;5,5;5,2;5;1;3;2,46
2017;;;;;;Nota Padronizada;IFSP;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;3,4;3,9;3,8;4,6;3,2;4,8;4,8;4,8;5;0,75;0,96;2;5,9;5,8;5,8;1;18;2,87
2017;;;;;;Nota Bruta;IFSP;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;3,4;3,9;3,8;4,6;3,2;4,8;4,8;4,8;5;0,75;0,96;2;5,9;5,8;5,8;1;18;2,87
2017;;;;;;Nota Padronizada;IFG;Sistemas de Informação;Sistemas de Informação;3,3;3,6;1,6;4;3,7;3,8;3,6;3,7;5;0,3;0,88;3;5,3;5,2;5;1;3;2,99
2017;;;;;;Nota Bruta;IFG;Sistemas de Informação;Sistemas de Informação;3,3;3,6;1,6;4;3,7;3,8;3,6;3,7;5;0,3;0,88;3;5,3;5,2;5;1;3;2,99
2017;;;;;;Nota Padronizada;IFG;Química;Química (Bacharelado);2,5;2,2;1,8;0;2,6;3,2;3,8;2,4;5;0,45;0,7;0,5;4,9;5,4;4,4;1;1;2,52
2017;;;;;;Nota Bruta;IFG;Química;Química (Bacharelado);2,5;2,2;1,8;0;2,6;3,2;3,8;2,4;5;0,45;0,7;0,5;4,9;5,4;4,4;1;1;2,52
2017;;;;;;Nota Padronizada;IFG;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,9;2,6;1,8;4;2,6;3,4;3,2;3,4;5;0,35;0,86;0,5;5;5;4,8;1;4;2,51
2017;;;;;;Nota Bruta;IFG;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,9;2,6;1,8;4;2,6;3,4;3,2;3,4;5;0,35;0,86;0,5;5;5;4,8;1;4;2,51
2017;;;;;;Nota Padronizada;IFPA;Geografia;Geografia (Licenciatura);2,6;3;1,2;3,8;1,9;2,6;3,2;2,9;5;0,25;0,88;-1,5;4,7;5,2;4,6;1;1;2,61
2017;;;;;;Nota Bruta;IFPA;Geografia;Geografia (Licenciatura);2,6;3;1,2;3,8;1,9;2,6;3,2;2,9;5;0,25;0,88;-1,5;4,7;5,2;4,6;1;1;2,61
2017;;;;;;Nota Padronizada;IFPA;Letras - Língua Portuguesa;Letras-Português (Licenciatura);2,6;3,1;1,2;4,2;2,5;1,4;2;2,6;5;0,25;0,88;-0,5;4,1;5;4,4;1;1;2,69
2017;;;;;;Nota Bruta;IFPA;Letras - Língua Portuguesa;Letras-Português (Licenciatura);2,6;3,1;1,2;4,2;2,5;1,4;2;2,6;5;0,25;0,88;-0,5;4,1;5;4,4;1;1;2,69
2017;;;;;;Nota Padronizada;IFPA;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,7;2,4;2;3,8;2,3;3,8;3,8;3;5;0,4;0,88;-0,5;5,3;5,4;4,6;1;3;2,73
2017;;;;;;Nota Bruta;IFPA;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,7;2,4;2;3,8;2,3;3,8;3,8;3;5;0,4;0,88;-0,5;5,3;5,4;4,6;1;3;2,73
2017;;;;;;Nota Padronizada;IFPA;Física;Física (Licenciatura);2,2;1,5;1;2,2;1,9;2,8;3,6;3,2;5;0,2;0,72;-1;4,6;5,2;4,8;1;1;2,22
2017;;;;;;Nota Bruta;IFPA;Física;Física (Licenciatura);2,2;1,5;1;2,2;1,9;2,8;3,6;3,2;5;0,2;0,72;-1;4,6;5,2;4,8;1;1;2,22
2017;;;;;;Nota Padronizada;IFPA;Redes de Computadores;Tecnologia em Redes de Computadores;2,2;1,8;0;2;2,3;2,8;3,6;3,3;5;0;0,5;-1,5;4,8;5,2;4,8;1;1;2,24
2017;;;;;;Nota Bruta;IFPA;Redes de Computadores;Tecnologia em Redes de Computadores;2,2;1,8;0;2;2,3;2,8;3,6;3,3;5;0;0,5;-1,5;4,8;5,2;4,8;1;1;2,24
2017;;;;;;Nota Padronizada;IFPA;Informática;Ciência da Computação (Licenciatura);2,7;3,4;0;2,2;3,3;1,6;3,3;2,1;5;0;0,66;1;4,4;5,2;4;1;1;2,79
2017;;;;;;Nota Bruta;IFPA;Informática;Ciência da Computação (Licenciatura);2,7;3,4;0;2,2;3,3;1,6;3,3;2,1;5;0;0,66;1;4,4;5,2;4;1;1;2,79
2017;;;;;;Nota Padronizada;IFPI;Química;Química (Licenciatura);2,8;3;2;2,4;2,5;3,4;3,7;3;5;0,4;0,8;0,5;5,1;5,4;4,6;1;3;2,52
2017;;;;;;Nota Bruta;IFPI;Química;Química (Licenciatura);2,8;3;2;2,4;2,5;3,4;3,7;3;5;0,4;0,8;0,5;5,1;5,4;4,6;1;3;2,52
2017;;;;;;Nota Padronizada;IFPI;Matemática;Matemática (Licenciatura);2,6;2,6;1,2;4;2,8;3,6;4;3,6;5;0,2;0,86;1;5,2;5,4;5;1;7;2,16
2017;;;;;;Nota Bruta;IFPI;Matemática;Matemática (Licenciatura);2,6;2,6;1,2;4;2,8;3,6;4;3,6;5;0,2;0,86;1;5,2;5,4;5;1;7;2,16
2017;;;;;;Nota Padronizada;IFPI;Física;Física (Licenciatura);2,3;2,3;1;3,8;2,8;2,8;2,9;2,8;5;0,2;0,88;2,5;4,6;5;4,4;1;4;2,27
2017;;;;;;Nota Bruta;IFPI;Física;Física (Licenciatura);2,3;2,3;1;3,8;2,8;2,8;2,9;2,8;5;0,2;0,88;2,5;4,6;5;4,4;1;4;2,27
2017;;;;;;Nota Padronizada;IFPI;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,4;2,5;2;4,6;3;3,4;2,9;3,1;5;0,4;0,94;1,5;5;4,8;4,4;1;3;2,34
2017;;;;;;Nota Bruta;IFPI;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,4;2,5;2;4,6;3;3,4;2,9;3,1;5;0,4;0,94;1,5;5;4,8;4,4;1;3;2,34
2017;;;;;;Nota Padronizada;IFPR;Sistemas de Informacao;Sistemas de Informação;2,7;3,4;0,6;2,8;3,1;1,2;2,4;2,3;5;0,1;0,72;1;3,9;4,6;3,8;1;1;2,8
2017;;;;;;Nota Bruta;IFPR;Sistemas de Informacao;Sistemas de Informação;2,7;3,4;0,6;2,8;3,1;1,2;2,4;2,3;5;0,1;0,72;1;3,9;4,6;3,8;1;1;2,8
2017;;;;;;Nota Padronizada;IFAL;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,2;1,9;1,8;3,6;2,4;2,4;2,8;2,9;5;0,35;0,86;-0,5;4,5;5,2;4,4;1;2;2,11
2017;;;;;;Nota Bruta;IFAL;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,2;1,9;1,8;3,6;2,4;2,4;2,8;2,9;5;0,35;0,86;-0,5;4,5;5,2;4,4;1;2;2,11
2017;;;;;;Nota Padronizada;IF Sertão;Física;Física (Licenciatura);2,3;2,6;1,2;2,4;2,2;2,4;3,1;3,2;5;0,25;0,74;0;4,4;5;4,8;1;2;2,28
2017;;;;;;Nota Bruta;IF Sertão;Física;Física (Licenciatura);2,3;2,6;1,2;2,4;2,2;2,4;3,1;3,2;5;0,25;0,74;0;4,4;5;4,8;1;2;2,28
2017;;;;;;Nota Padronizada;IF Sertão;Música;Música (Licenciatura);2;2,1;0;0;2,3;2,6;2,7;2,6;5;0;0,42;0;4,7;5;4,6;1;1;2,04
2017;;;;;;Nota Bruta;IF Sertão;Música;Música (Licenciatura);2;2,1;0;0;2,3;2,6;2,7;2,6;5;0;0,42;0;4,7;5;4,6;1;1;2,04
2017;;;;;;Nota Padronizada;IFRJ;Matemática;Matemática (Licenciatura);2,8;3;2,4;5;2,5;4,2;4,4;4,2;5;0,5;1;0;5,5;5,6;5,4;1;3;2,81
2017;;;;;;Nota Bruta;IFRJ;Matemática;Matemática (Licenciatura);2,8;3;2,4;5;2,5;4,2;4,4;4,2;5;0,5;1;0;5,5;5,6;5,4;1;3;2,81
2017;;;;;;Nota Padronizada;IFS;Física;Física (Licenciatura);2,8;1,4;2,8;4,2;2,4;3,6;3,8;3,2;5;0,55;0,92;1;5,1;5,4;4,6;1;1;2,83
2017;;;;;;Nota Bruta;IFS;Física;Física (Licenciatura);2,8;1,4;2,8;4,2;2,4;3,6;3,8;3,2;5;0,55;0,92;1;5,1;5,4;4,6;1;1;2,83
2017;;;;;;Nota Padronizada;IFNMG;Física;Física (Licenciatura);2,7;3;1,4;1;3;3;3,5;2,6;5;0,3;0,6;3;4,7;5,2;4,2;1;2;2,6
2017;;;;;;Nota Bruta;IFNMG;Física;Física (Licenciatura);2,7;3;1,4;1;3;3;3,5;2,6;5;0,3;0,6;3;4,7;5,2;4,2;1;2;2,6
2017;;;;;;Nota Padronizada;IFNMG;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,6;2,1;2;2,8;2,4;3,2;3,2;3,6;5;0,4;0,8;-0,5;4,9;5,2;5;1;2;2,51
2017;;;;;;Nota Bruta;IFNMG;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,6;2,1;2;2,8;2,4;3,2;3,2;3,6;5;0,4;0,8;-0,5;4,9;5,2;5;1;2;2,51
2017;;;;;;Nota Padronizada;IFMG;Física;Física (Licenciatura);2,7;2,6;2,2;4,4;2,7;3,6;3,4;3,5;5;0,45;0,94;1,5;5,1;5,2;5;1;3;2,63
2017;;;;;;Nota Bruta;IFMG;Física;Física (Licenciatura);2,7;2,6;2,2;4,4;2,7;3,6;3,4;3,5;5;0,45;0,94;1,5;5,1;5,2;5;1;3;2,63
2017;;;;;;Nota Padronizada;IFMG;Sistemas de Informação;Sistemas de Informação;3,2;3,7;1;3,2;3,4;3,4;3,4;3,9;5;0,2;0,76;2;5,1;5,2;5;1;2;2,76
2017;;;;;;Nota Bruta;IFMG;Sistemas de Informação;Sistemas de Informação;3,2;3,7;1;3,2;3,4;3,4;3,4;3,9;5;0,2;0,76;2;5,1;5,2;5;1;2;2,76
2017;;;;;;Nota Padronizada;IF SUL DE MINAS;Engenharia de Agrimensura e Cartográfica;Engenharia;2,7;2,3;2,6;3,6;2,2;3,2;3,2;2,6;5;0,5;0,86;-1;4,9;5;4,2;1;1;2,77
2017;;;;;;Nota Bruta;IF SUL DE MINAS;Engenharia de Agrimensura e Cartográfica;Engenharia;2,7;2,3;2,6;3,6;2,2;3,2;3,2;2,6;5;0,5;0,86;-1;4,9;5;4,2;1;1;2,77
2017;;;;;;Nota Padronizada;IF Catarinense;Sistema de Informação;Sistemas de Informação;2,9;3;3;5;2,7;2,6;2,7;3,2;5;0,6;1;0;4,6;4,8;4,6;1;2;2,88
2017;;;;;;Nota Bruta;IF Catarinense;Sistema de Informação;Sistemas de Informação;2,9;3;3;5;2,7;2,6;2,7;3,2;5;0,6;1;0;4,6;4,8;4,6;1;2;2,88
2017;;;;;;Nota Padronizada;IFBAIANO;Química;Química (Licenciatura);2,3;2;1,4;3,6;1,9;3;2,5;2,9;5;0,25;0,88;-1;4,8;5;4,6;1;2;2,25
2017;;;;;;Nota Bruta;IFBAIANO;Química;Química (Licenciatura);2,3;2;1,4;3,6;1,9;3;2,5;2,9;5;0,25;0,88;-1;4,8;5;4,6;1;2;2,25
2017;;;;;;Nota Padronizada;IFBAIANO;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;3;3,3;1,4;5;2,9;4,2;3,3;3,7;5;0,3;1;1;5,5;5;5;1;2;2,94
2017;;;;;;Nota Bruta;IFBAIANO;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;3;3,3;1,4;5;2,9;4,2;3,3;3,7;5;0,3;1;1;5,5;5;5;1;2;2,94
2017;;;;;;Nota Padronizada;IFBAIANO;Biologia;Ciências Biológicas (Licenciatura);2,6;1,7;2;4;2,2;3,2;3,2;2,7;5;0,4;0,9;-1;4,9;5,2;4,4;1;1;2,61
2017;;;;;;Nota Bruta;IFBAIANO;Biologia;Ciências Biológicas (Licenciatura);2,6;1,7;2;4;2,2;3,2;3,2;2,7;5;0,4;0,9;-1;4,9;5,2;4,4;1;1;2,61
2017;;;;;;Nota Padronizada;IFBAIANO;Geografia;Geografia (Licenciatura);2,5;1,9;2;4,4;2;2,8;2,9;2,3;5;0,4;0,94;-1,5;4,8;5,2;4,2;1;1;2,53
2017;;;;;;Nota Bruta;IFBAIANO;Geografia;Geografia (Licenciatura);2,5;1,9;2;4,4;2;2,8;2,9;2,3;5;0,4;0,94;-1,5;4,8;5,2;4,2;1;1;2,53
2017;;;;;;Nota Padronizada;IFAC;Física;Física (Licenciatura);2;0,9;1,6;2,6;2,1;2,6;3,1;2,7;5;0,35;0,76;-0,5;4,4;5;4,4;1;2;1,91
2017;;;;;;Nota Bruta;IFAC;Física;Física (Licenciatura);2;0,9;1,6;2,6;2,1;2,6;3,1;2,7;5;0,35;0,76;-0,5;4,4;5;4,4;1;2;1,91
2017;;;;;;Nota Padronizada;IFAC;Matemática;Matemática (Licenciatura);2;1,6;0,4;1;2,2;2,6;2,7;2,8;5;0,1;0,44;-0,5;4,6;4,8;4,4;1;1;2,06
2017;;;;;;Nota Bruta;IFAC;Matemática;Matemática (Licenciatura);2;1,6;0,4;1;2,2;2,6;2,7;2,8;5;0,1;0,44;-0,5;4,6;4,8;4,4;1;1;2,06
2017;;;;;;Nota Padronizada;IFMS;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,7;2,7;0,6;2,6;2,9;3,8;3,8;3,7;5;0,1;0,66;1;5,3;5,2;5;1;3;2,28
2017;;;;;;Nota Bruta;IFMS;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,7;2,7;0,6;2,6;2,9;3,8;3,8;3,7;5;0,1;0,66;1;5,3;5,2;5;1;3;2,28
2017;;;;;;Nota Padronizada;IFAP;Redes de Computadores;Tecnologia em Redes de Computadores;2,1;2;0;2,6;2,2;2,2;2,3;2,5;5;0;0,6;-2;4,5;4,4;4;1;1;2,14
2017;;;;;;Nota Bruta;IFAP;Redes de Computadores;Tecnologia em Redes de Computadores;2,1;2;0;2,6;2,2;2,2;2,3;2,5;5;0;0,6;-2;4,5;4,4;4;1;1;2,14
2017;;;;;;Nota Padronizada;IFAP;Informática;Ciência da Computação (Licenciatura);2,4;2,4;0,2;2,8;2,5;2,8;3,3;3,1;5;0,05;0,74;-1;4,9;5,2;4,6;1;1;2,48
2017;;;;;;Nota Bruta;IFAP;Informática;Ciência da Computação (Licenciatura);2,4;2,4;0,2;2,8;2,5;2,8;3,3;3,1;5;0,05;0,74;-1;4,9;5,2;4,6;1;1;2,48
2017;;;;;;Nota Padronizada;IFAP;Química;Química (Licenciatura);1,9;1,3;0,6;2,2;1,9;1,8;2,2;2,4;5;0,1;0,76;-1;4,2;4,8;4,2;1;1;1,96
2017;;;;;;Nota Bruta;IFAP;Química;Química (Licenciatura);1,9;1,3;0,6;2,2;1,9;1,8;2,2;2,4;5;0,1;0,76;-1;4,2;4,8;4,2;1;1;1,96
2017;;;;;;Nota Padronizada;IFAP;Ciências Biológicas;Ciências Biológicas (Licenciatura);1,9;2,2;0,4;0,4;1,9;1,6;2,4;2,8;5;0,1;0,56;-2;3,9;5;4,4;1;1;1,95
2017;;;;;;Nota Bruta;IFAP;Ciências Biológicas;Ciências Biológicas (Licenciatura);1,9;2,2;0,4;0,4;1,9;1,6;2,4;2,8;5;0,1;0,56;-2;3,9;5;4,4;1;1;1,95
2018;;;;;;Nota Padronizada;IFRN;Comércio Exterior;Tecnologia em Comércio Exterior;2,5;2,9;1,8;3,4;1,8;2,6;1,9;2,6;5;0,35;0,78;-1;4,8;4,6;4;1;1;2,52
2018;;;;;;Nota Bruta;IFRN;Comércio Exterior;Tecnologia em Comércio Exterior;2,5;2,9;1,8;3,4;1,8;2,6;1,9;2,6;5;0,35;0,78;-1;4,8;4,6;4;1;1;2,52
2018;;;;;;Nota Padronizada;IFRN;Gestão Pública;Tecnologia em Gestão Pública;2,9;3,4;2,2;4;2,3;2,6;2,2;2,4;5;0,45;0,92;-0,5;4,9;4,8;4,2;1;1;2,94
2018;;;;;;Nota Bruta;IFRN;Gestão Pública;Tecnologia em Gestão Pública;2,9;3,4;2,2;4;2,3;2,6;2,2;2,4;5;0,45;0,92;-0,5;4,9;4,8;4,2;1;1;2,94
2018;;;;;;Nota Padronizada;IFPB;Gestão Comercial;Tecnologia em Gestão Comercial;2,5;2,6;0,4;5;2,1;2,6;3,3;2,8;5;0,1;1;-0,5;4,9;5;4,4;1;1;2,56
2018;;;;;;Nota Bruta;IFPB;Gestão Comercial;Tecnologia em Gestão Comercial;2,5;2,6;0,4;5;2,1;2,6;3,3;2,8;5;0,1;1;-0,5;4,9;5;4,4;1;1;2,56
2018;;;;;;Nota Padronizada;IFSP;Processos Gerenciais;Tecnologia em Processos Gerenciais;3,2;3,9;3,2;5;2,8;3,4;3,3;3,1;5;0,6;1;1;5,2;5,2;4,6;1;3;3,01
2018;;;;;;Nota Bruta;IFSP;Processos Gerenciais;Tecnologia em Processos Gerenciais;3,2;3,9;3,2;5;2,8;3,4;3,3;3,1;5;0,6;1;1;5,2;5,2;4,6;1;3;3,01
2018;;;;;;Nota Padronizada;IFPI;Gastronomia;Tecnologia em Gastronomia;2,4;2,3;1,6;3,4;2,6;3;3,4;2,7;5;0,3;0,76;0;4,8;5;4;1;2;2,4
2018;;;;;;Nota Bruta;IFPI;Gastronomia;Tecnologia em Gastronomia;2,4;2,3;1,6;3,4;2,6;3;3,4;2,7;5;0,3;0,76;0;4,8;5;4;1;2;2,4
2018;;;;;;Nota Padronizada;IFPI;Design de Moda;Tecnologia em Design de Moda;2,1;2,7;0;2,2;2,8;0,4;0,1;1,9;5;0;0,6;1;4;4;3,6;1;1;2,17
2018;;;;;;Nota Bruta;IFPI;Design de Moda;Tecnologia em Design de Moda;2,1;2,7;0;2,2;2,8;0,4;0,1;1,9;5;0;0,6;1;4;4;3,6;1;1;2,17
2018;;;;;;Nota Padronizada;IFTM;Gestão Comercial;Tecnologia em Gestão Comercial;2,4;2,5;0,8;2,8;2,1;2,8;3,5;4;5;0,15;0,68;-0,5;5;5,2;5,2;1;1;2,49
2018;;;;;;Nota Bruta;IFTM;Gestão Comercial;Tecnologia em Gestão Comercial;2,4;2,5;0,8;2,8;2,1;2,8;3,5;4;5;0,15;0,68;-0,5;5;5,2;5,2;1;1;2,49
2018;;;;;;Nota Padronizada;IFB;Logística;Tecnologia em Logística;2,7;2,7;2,4;4,6;2;2,6;2;2,6;5;0,5;0,94;-1,5;4,7;4,4;4,2;1;1;2,72
2018;;;;;;Nota Bruta;IFB;Logística;Tecnologia em Logística;2,7;2,7;2,4;4,6;2;2,6;2;2,6;5;0,5;0,94;-1,5;4,7;4,4;4,2;1;1;2,72
2018;;;;;;Nota Padronizada;IFB;Design de Moda;Tecnologia em Design de Moda;2,2;2,2;0;2,2;2,3;2,4;2,8;2,2;5;0;0,62;-0,5;4,9;5;3,8;1;1;2,22
2018;;;;;;Nota Bruta;IFB;Design de Moda;Tecnologia em Design de Moda;2,2;2,2;0;2,2;2,3;2,4;2,8;2,2;5;0;0,62;-0,5;4,9;5;3,8;1;1;2,22
2018;;;;;;Nota Padronizada;IFB;Processos Gerenciais;Tecnologia em Processos Gerenciais;2,1;1,6;1,6;3,6;1,2;2,8;3,3;3,4;5;0,3;0,82;-4,5;4,9;5,2;4,8;1;1;2,12
2018;;;;;;Nota Bruta;IFB;Processos Gerenciais;Tecnologia em Processos Gerenciais;2,1;1,6;1,6;3,6;1,2;2,8;3,3;3,4;5;0,3;0,82;-4,5;4,9;5,2;4,8;1;1;2,12
2018;;;;;;Nota Padronizada;IFAC;Logística;Tecnologia em Logística;2,5;2,6;1,2;3;2,3;2,2;2,6;2,5;5;0,25;0,7;-0,5;4,4;4,6;4;1;1;2,51
2018;;;;;;Nota Bruta;IFAC;Logística;Tecnologia em Logística;2,5;2,6;1,2;3;2,3;2,2;2,6;2,5;5;0,25;0,7;-0,5;4,4;4,6;4;1;1;2,51
2017;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Engenharia de Computação;Engenharia da Computação;3,1;3,7;1;2;3,2;4;3,8;3,5;5;0,2;0,74;4;5,5;5,2;4,8;1;1;3,17
2017;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Engenharia de Computação;Engenharia da Computação;3,1;3,7;1;2;3,2;4;3,8;3,5;5;0,2;0,74;4;5,5;5,2;4,8;1;1;3,17
2019;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Agronomia;Agronomia;3,2;3,1;3;3,4;3,1;3,6;2,9;2,9;5;0,6;0,9;0;5,3;5,2;4,8;1;1;3,3
2019;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Agronomia;Agronomia;3,2;3,1;3;3,4;3,1;3,6;2,9;2,9;5;0,6;0,9;0;5,3;5,2;4,8;1;1;3,3
2017;Campus Cuiabá Bela Vista;Campus Cuiabá Bela Vista;IFMT;Centro-Oeste;Mato Grosso;Nota Padronizada;IFMT;Engenharia de Alimentos;Engenharia de Alimentos;1,8;1,8;1,6;0;1,3;2,2;2,5;2;5;0,4;0,78;-1,5;4,4;4,8;4,4;1;1;1,84
2017;Campus Cuiabá Bela Vista;Campus Cuiabá Bela Vista;IFMT;Centro-Oeste;Mato Grosso;Nota Bruta;IFMT;Engenharia de Alimentos;Engenharia de Alimentos;1,8;1,8;1,6;0;1,3;2,2;2,5;2;5;0,4;0,78;-1,5;4,4;4,8;4,4;1;1;1,84
2019;Campus Bom Jesus da Lapa;Campus Bom Jesus da Lapa;IFBaiano;Nordeste;Bahia;Nota Padronizada;IFBAIANO;Engenharia Agronômica;Agronomia;3,7;3,7;2,8;4,2;4,2;2,6;2,7;2;5;0,55;0,96;1,5;4,8;5,2;4,4;1;1;3,76
2019;Campus Bom Jesus da Lapa;Campus Bom Jesus da Lapa;IFBaiano;Nordeste;Bahia;Nota Bruta;IFBAIANO;Engenharia Agronômica;Agronomia;3,7;3,7;2,8;4,2;4,2;2,6;2,7;2;5;0,55;0,96;1,5;4,8;5,2;4,4;1;1;3,76
