Ano;Sigla;Região;Estado;Sigla da IES;g_IGC (Faixa);IGC (Contínuo);g_Cursos com CPC no triênio;g_Conceito Médio de Graduação;g_Conceito Médio de Mestrado;g_Conceito Médio do Doutorado;g_Alfa;g_Beta;g_Gama;Número de instituições (IGC);Medida IGC
2013;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2014;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2015;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2016;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2017;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2018;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2019;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2020;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2021;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2022;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2023;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2024;UFMT;Centro-Oeste;Mato Grosso;UFMT;4;3,24;90;2,75;4,2;4,5;0,75;0,1;0,05;1;4
2013;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2014;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2015;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2016;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2017;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2018;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2019;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2020;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2021;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2022;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2023;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2024;UnB;Centro-Oeste;Distrito Federal;UNB;4;3,94;80;3,25;4,5;4,75;0,5;0,2;0,2;1;4
2013;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2014;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2015;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2016;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2017;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2018;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2019;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2020;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2021;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2022;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2023;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2024;UFS;Nordeste;Sergipe;UFS;4;3,37;90;3;4,2;4,5;0,8;0,1;0,05;1;4
2013;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2014;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2015;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2016;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2017;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2018;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2019;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2020;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2021;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2022;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2023;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2024;UFAM;Norte;Amazonas;UFAM;4;3,05;70;2,75;4,2;4,25;0,8;0,1;0;1;4
2013;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2014;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2015;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2016;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2017;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2018;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2019;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2020;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2021;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2022;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2023;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2024;UFPI;Nordeste;Piauí;UFPI;4;2,96;70;2,5;4,3;4,5;0,85;0,1;0;1;4
2013;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2014;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2015;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2016;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2017;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2018;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2019;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2020;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2021;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2022;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2023;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2024;UFOP;Sudeste;Minas Gerais;UFOP;4;3,51;40;3;4,3;4,5;0,75;0,15;0,05;1;4
2013;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2014;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2015;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2016;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2017;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2018;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2019;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2020;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2021;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2022;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2023;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2024;UFSCar;Sudeste;São Paulo;UFSCAR;5;4,06;50;3,25;4,5;4,75;0,45;0,2;0,25;1;5
2013;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2014;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2015;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2016;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2017;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2018;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2019;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2020;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2021;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2022;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2023;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2024;UFV;Sudeste;Minas Gerais;UFV;5;4,08;60;3,25;4,6;4,75;0,5;0,2;0,25;1;5
2013;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2014;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2015;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2016;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2017;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2018;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2019;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2020;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2021;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2022;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2023;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2024;FURG;Sul;Rio Grande do Sul;FURG;4;3,49;40;3;4,3;4,5;0,65;0,15;0,1;1;4
2013;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2014;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2015;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2016;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2017;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2018;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2019;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2020;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2021;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2022;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2023;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2024;UFU;Sudeste;Minas Gerais;UFU;4;3,73;80;3;4,5;4,75;0,6;0,15;0,15;1;4
2013;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2014;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2015;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2016;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2017;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2018;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2019;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2020;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2021;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2022;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2023;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2024;UFSJ;Sudeste;Minas Gerais;UFSJ;4;3,44;40;3,25;4,2;4,5;0,8;0,1;0;1;4
2013;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2014;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2015;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2016;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2017;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2018;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2019;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2020;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2021;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2022;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2023;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2024;UFMA;Nordeste;Maranhão;UFMA;4;3,23;50;3;4,2;4,5;0,85;0,05;0;1;4
2013;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2014;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2015;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2016;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2017;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2018;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2019;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2020;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2021;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2022;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2023;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2024;UFAC;Norte;Acre;UFAC;3;2,86;30;2,5;4,2;4,5;0,85;0,05;0;1;3
2013;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2014;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2015;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2016;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2017;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2018;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2019;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2020;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2021;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2022;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2023;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2024;UFPA;Norte;Pará;UFPA;4;3,39;90;2,75;4,3;4,75;0,6;0,15;0,15;1;4
2013;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2014;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2015;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2016;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2017;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2018;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2019;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2020;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2021;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2022;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2023;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2024;UFRN;Nordeste;Rio Grande do Norte;UFRN;4;3,72;90;3;4,3;4,5;0,6;0,2;0,15;1;4
2013;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2014;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2015;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2016;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2017;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2018;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2019;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2020;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2021;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2022;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2023;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2024;UFPR;Sul;Paraná;UFPR;5;4;90;3;4,6;4,75;0,45;0,25;0,2;1;5
2013;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2014;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2015;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2016;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2017;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2018;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2019;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2020;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2021;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2022;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2023;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2024;UFF;Sudeste;Rio de Janeiro;UFF;4;3,61;100;3;4,4;4,75;0,65;0,15;0,1;1;4
2013;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2014;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2015;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2016;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2017;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2018;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2019;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2020;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2021;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2022;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2023;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2024;UFES;Sudeste;Espírito Santo;UFES;4;3,58;80;3;4,4;4,75;0,65;0,15;0,1;1;4
2013;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2014;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2015;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2016;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2017;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2018;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2019;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2020;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2021;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2022;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2023;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2024;UFRRJ;Sudeste;Rio de Janeiro;UFRRJ;4;3,51;50;3;4,3;4,75;0,75;0,1;0,05;1;4
2013;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2014;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
